Window,HR_Mean,SpO2_Mean,Flow_Mean,Sleep_Label,Batch_ID
351,62.766666666666666,82.16666666666667,-0.07378000000000001,1,34
352,62.666666666666664,91.63333333333334,0.10511166666666664,1,34
353,59.86666666666667,86.03333333333333,0.265665,1,34
354,64.1,83.26666666666667,0.29625833333333335,1,34
355,65.06666666666666,87.16666666666667,-0.08525,1,34
356,56.96666666666667,81.43333333333334,0.40769500000000003,1,34
357,68.2,80.3,-0.38908333333333334,1,34
358,62.333333333333336,86.06666666666666,0.1461333333333333,1,34
359,58.8,85.66666666666667,0.46324499999999996,1,34
360,63.666666666666664,81.63333333333334,-0.3039416666666666,1,34
361,64.1,88.0,0.42868333333333325,1,34
362,79.36666666666666,81.9,-0.21332833333333331,0,35
363,58.53333333333333,92.36666666666666,0.2922883333333333,1,36
364,63.833333333333336,88.96666666666667,-0.12960500000000003,1,36
365,61.36666666666667,91.43333333333334,0.34570833333333334,1,36
366,59.8,88.2,0.5217166666666666,1,36
367,62.266666666666666,82.2,0.41543666666666673,1,36
368,65.26666666666667,84.5,-0.15212666666666663,1,36
369,63.03333333333333,88.0,0.4028716666666667,1,36
370,62.266666666666666,86.13333333333334,0.17580833333333332,1,36
371,67.6,82.4,0.33735666666666664,1,36
372,62.46666666666667,86.36666666666666,-0.2473766666666667,1,36
373,60.8,87.2,0.35167000000000004,1,36
374,62.333333333333336,78.96666666666667,0.42647,1,36
375,63.56666666666667,89.36666666666666,-0.2955216666666666,1,36
376,57.86666666666667,86.4,0.36503166666666664,1,36
377,62.166666666666664,89.33333333333333,0.34035333333333334,1,36
378,63.6,80.8,0.04114999999999999,1,36
379,63.2,89.73333333333333,-0.19813666666666666,1,36
380,59.266666666666666,87.93333333333334,0.5014433333333334,1,36
381,62.833333333333336,78.63333333333334,0.563295,1,36
382,62.96666666666667,90.9,-0.19364,1,36
383,59.06666666666667,85.23333333333333,0.3224766666666667,1,36
384,75.7,80.83333333333333,-0.458845,0,37
385,58.733333333333334,87.3,0.007843333333333343,1,38
386,57.96666666666667,92.6,0.3337716666666667,1,38
387,57.333333333333336,92.4,0.3015466666666667,1,38
388,58.3,91.7,0.47527833333333336,1,38
389,56.86666666666667,93.16666666666667,0.41537166666666664,1,38
390,57.733333333333334,92.73333333333333,0.45116833333333334,1,38
391,58.266666666666666,92.33333333333333,0.4758616666666667,1,38
392,56.266666666666666,93.4,0.35113500000000003,1,38
393,57.56666666666667,93.36666666666666,0.3370533333333333,1,38
394,58.5,92.63333333333334,0.4995616666666667,1,38
395,59.0,91.7,0.1308466666666667,1,38
396,59.06666666666667,92.63333333333334,0.3239266666666667,1,38
397,60.63333333333333,92.1,0.4989766666666667,1,38
398,58.5,91.13333333333334,0.5658616666666667,1,38
399,58.333333333333336,92.53333333333333,0.5121033333333334,1,38
400,60.06666666666667,93.0,0.223315,1,38
401,57.9,90.33333333333333,0.5255766666666667,1,38
402,58.3,92.3,0.456555,1,38
403,58.43333333333333,92.46666666666667,0.655055,1,38
404,57.8,92.4,0.49177166666666666,1,38
405,57.8,92.86666666666666,0.5071933333333333,1,38
406,58.36666666666667,90.86666666666666,0.542135,1,38
407,57.733333333333334,92.83333333333333,0.5119533333333334,1,38
408,59.13333333333333,92.46666666666667,0.077235,1,38
409,57.06666666666667,92.56666666666666,0.4938366666666667,1,38
410,58.666666666666664,89.5,0.19516499999999998,1,38
411,60.0,94.93333333333334,0.04329000000000001,1,38
412,68.5,77.73333333333333,-0.03741333333333336,1,38
413,70.43333333333334,72.2,0.15313166666666664,1,38
414,64.93333333333334,89.06666666666666,0.22833,1,38
415,67.03333333333333,73.96666666666667,0.12611333333333336,1,38
416,68.73333333333333,84.3,-0.30669166666666664,1,38
417,60.7,79.53333333333333,-0.033115,1,38
418,64.06666666666666,91.6,0.27068,1,38
419,61.733333333333334,83.96666666666667,-0.029530000000000004,1,38
420,62.333333333333336,81.86666666666666,0.3183866666666667,1,38
421,74.36666666666666,70.63333333333334,-0.33471166666666663,1,38
422,67.9,85.56666666666666,0.2908349999999999,1,38
423,61.666666666666664,89.7,-0.029821666666666666,1,38
424,66.23333333333333,82.23333333333333,-0.3338966666666667,1,38
425,60.766666666666666,85.7,0.5048766666666666,1,38
426,63.266666666666666,79.26666666666667,0.08875999999999999,1,38
427,74.13333333333334,70.36666666666666,-0.9147433333333334,1,38
428,59.93333333333333,90.5,-0.46368000000000004,1,38
429,59.36666666666667,91.36666666666666,0.20839166666666667,1,38
430,64.3,78.06666666666666,-0.1356066666666667,1,38
431,71.33333333333333,73.33333333333333,0.395575,1,38
432,66.16666666666667,81.36666666666666,0.1565116666666667,1,38
433,70.4,70.23333333333333,-0.25081000000000003,1,38
434,70.33333333333333,82.93333333333334,-0.166505,1,38
435,62.36666666666667,78.16666666666667,0.1358066666666667,1,38
436,61.8,88.53333333333333,0.7529166666666666,1,38
437,65.93333333333334,76.53333333333333,-0.49718999999999997,1,38
438,57.666666666666664,89.33333333333333,0.1482166666666667,1,38
439,67.26666666666667,79.0,-0.12263500000000001,1,38
440,60.666666666666664,92.46666666666667,0.2602216666666667,1,38
441,73.53333333333333,78.46666666666667,-0.5764966666666667,1,38
442,78.43333333333334,75.5,0.10566666666666666,0,39
443,58.266666666666666,94.73333333333333,-0.09524499999999998,1,40
444,62.96666666666667,92.03333333333333,0.042616666666666685,1,40
445,61.333333333333336,90.8,0.3214883333333333,1,40
446,61.833333333333336,86.56666666666666,0.51894,1,40
447,63.36666666666667,82.36666666666666,-0.20371333333333339,1,40
448,57.43333333333333,85.46666666666667,0.2560516666666667,1,40
449,58.266666666666666,75.96666666666667,-0.3291883333333333,1,40
450,59.266666666666666,86.2,0.47136,1,40
451,67.5,83.06666666666666,-0.37494666666666665,1,40
452,72.13333333333334,73.06896551724138,0.268125,1,40
453,60.9,84.35714285714286,-0.42825166666666664,1,40
454,59.4,92.1,0.023098333333333332,1,40
455,67.8,78.1,-0.40857000000000004,1,40
456,62.666666666666664,78.86666666666666,0.7842699999999999,1,40
457,59.6,90.3,-0.11436666666666669,1,40
458,63.56666666666667,83.9,0.012616666666666661,1,40
459,74.93333333333334,70.83333333333333,-0.6066066666666666,0,41
460,65.86666666666666,84.9,-0.4124383333333333,1,42
461,62.06666666666667,93.36666666666666,-0.06670833333333336,1,42
462,61.6,90.3,0.04529666666666666,1,42
463,63.53333333333333,89.5,0.05923500000000003,1,42
464,62.266666666666666,91.46666666666667,0.1831533333333333,1,42
465,64.5,88.23333333333333,-0.11871499999999997,1,42
466,57.06666666666667,85.53333333333333,0.6615633333333333,1,42
467,62.4,85.93333333333334,-0.3549133333333333,1,42
468,66.1,90.5,0.218185,1,42
469,74.7,75.3,-0.6134749999999999,0,43
470,55.833333333333336,80.53333333333333,-0.6068583333333334,1,44
471,60.43333333333333,91.13333333333334,-0.236065,1,44
472,59.266666666666666,90.23333333333333,0.568935,1,44
473,66.16666666666667,78.93333333333334,-0.1953233333333334,1,44
474,57.6,91.4,0.1654866666666667,1,44
475,63.03333333333333,86.66666666666667,-0.39338333333333336,1,44
476,60.333333333333336,82.73333333333333,0.9523833333333334,1,44
477,64.0,78.56666666666666,-0.40414500000000003,1,44
478,59.86666666666667,91.7,0.08995499999999998,1,44
479,64.06666666666666,87.73333333333333,0.014996666666666669,1,44
480,57.63333333333333,85.83333333333333,0.445605,1,44
481,62.43333333333333,80.53333333333333,0.18794000000000005,1,44
482,66.86666666666666,85.93333333333334,-0.309865,1,44
483,58.6,84.1,0.3439466666666667,1,44
484,63.233333333333334,79.43333333333334,-0.24646,1,44
